"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","YA99G4L1_ST","Wholesale and retail trade, repair of motor vehicles and motorcycles (G)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,188.95,,
"NOR","Norway","YA99G4L1_ST","Wholesale and retail trade, repair of motor vehicles and motorcycles (G)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,193.825,,
"NOR","Norway","YA99G4L1_ST","Wholesale and retail trade, repair of motor vehicles and motorcycles (G)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,197.2,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,104.25,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,104.425,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,110.15,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,114.125,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,112.925,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,110.975,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,111,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,112.2,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,109.4,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,105.35,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,99.925,,
"NOR","Norway","YA99H4L1_ST","Transportation and storage (H)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,99.7,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,23.15,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,24.675,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,27.15,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,26.6,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,27.4,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,27.275,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,29.625,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,32.675,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,31.425,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,35.8,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,42.225,,
"NOR","Norway","YA99I4L1_ST","Accommodation and food service activities (I)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,41.275,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,65.925,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,65.125,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,64.425,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,68,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,74.65,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,75.575,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,74.475,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,70.8,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,70.275,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,75.425,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,73.925,,
"NOR","Norway","YA99J4L1_ST","Information and communication (J)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,75.2,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,27.65,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,28.225,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,28.45,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,29.3,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,25.95,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,26.225,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,27.6,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,26.175,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,23.725,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,26.65,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,27.15,,
"NOR","Norway","YA99K4L1_ST","Financial and insurance activities (K)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,25.475,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,15.95,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,16.775,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,16.05,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,13.35,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,12.275,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,14.225,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,15.4,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,16.275,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,14.7,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,12.4,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,17.1,,
"NOR","Norway","YA99L4L1_ST","Real estate activities (L)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,18.5,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,81.8,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,82.875,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,81.175,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,80.675,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,86.575,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,90.225,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,93.95,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,92.7,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,94,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,91.575,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,93.425,,
"NOR","Norway","YA99M4L1_ST","Professional, scientific and technical activities (M)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,94.575,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,51.5,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,50.275,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,51.625,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,48.15,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,51.4,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,55.275,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,57.1,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,60,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,63.775,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,68.925,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,74.325,,
"NOR","Norway","YA99N4L1_ST","Administrative and support service activities (N)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,75.625,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,72.175,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,77.25,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,77.4,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,74.275,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,81.425,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,80.525,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,79.975,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,80.6,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,86.675,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,88.075,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,85.15,,
"NOR","Norway","YA99O4L1_ST","Public administration and defence, Compulsory social security (O)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,80.925,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,75.95,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,70.425,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,75.7,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,76.75,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,74.8,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,75.775,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,78.825,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,80.825,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,75.075,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,70.325,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,70.85,,
"NOR","Norway","YA99P4L1_ST","Education (P)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,76.25,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,80.35,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,90.775,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,96.05,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,103.125,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,102.35,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,95.425,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,92.1,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,100.675,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,104.9,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,107.75,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,113.6,,
"NOR","Norway","YA99Q4L1_ST","Human health and social work activities (Q)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,113.85,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,19.375,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,20.875,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,25.25,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,25.825,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,25.125,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,26.025,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,26.675,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,26.05,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,28.775,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,27.775,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,30.55,,
"NOR","Norway","YA99X4L1_ST","Arts, entertainment and recreation ( R)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,33.05,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,17.75,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,19.15,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,15.35,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,13.675,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,14.45,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,16.95,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,16.45,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,16.375,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,17.5,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,18.225,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,20.05,,
"NOR","Norway","YA99S4L1_ST","Other service activities (S)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,20.55,,
"NOR","Norway","YA99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,0.25,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,8717.65,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,8721.575,"B","Break"
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8565.6,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,8648.025,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,8651,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8641.15,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8777.725,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,8866.95,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,8933,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9065.675,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,9077.125,,
"POL","Poland","YA994TL1_ST","Employment in all activities (ISIC rev.4, A-U)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,9114.8,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1226.05,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1165.325,"B","Break"
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1143.725,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1162.225,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1147.675,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1109.8,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1093.5,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1103.5,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1027.45,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1021.575,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,956.05,,
"POL","Poland","YA994AL1_ST","Employment in Agriculture,hunting and forestry (ISIC rev4, A)","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,907.075,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,1226.05,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2009","2009","PER","Persons","3","Thousands",,,1165.325,"B","Break"
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1143.725,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1162.225,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1147.675,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1109.8,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1093.5,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1103.5,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1027.45,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1021.575,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2018","2018","PER","Persons","3","Thousands",,,956.05,,
"POL","Poland","YA99A4L1_ST","Agriculture,hunting and forestry (A) ","MA","Males","A","Annual","2019","2019","PER","Persons","3","Thousands",,,907.075,,
"POL","Poland","YA994IL1_ST","Employment in Industry (ISIC rev4, B-F)","MA","Males","A","Annual","2008","2008","PER","Persons","3","Thousands",,,3768.75,,
